	24	48	72
intensity	11903.814367345862	21678.90848738424	29684.61811542511
runtime	0.00666	0.00356	0.00256
timestamp	(2639.84, 2646.5)	(3821.16, 3824.72)	(4998.98, 5001.54)
energy	261.62203216552734	254.68381690979	250.77565383911136
