	24	48	72
intensity	13295.416346567119	22548.680402794664	28977.92721387022
runtime	0.00668	0.00392	0.00322
timestamp	(2437.92, 2444.6)	(3621.88, 3625.8)	(4800.5, 4803.72)
energy	293.0841579437256	291.68972969055176	307.91945457458496
