	24	48	72
intensity	12960.013748118097	25124.845734127277	37359.25731425806
runtime	0.26408	0.13222	0.08836
timestamp	(2684.48, 2948.56)	(5535.36, 5667.58)	(8067.68, 8156.04)
energy	11294.185420989988	10962.623439788818	10893.511121749878
