	24	48	72
intensity	12238.464708960018	23629.470379061204	34975.370646366864
runtime	0.30432	0.1522	0.10172
timestamp	(3143.86, 3448.18)	(5862.84, 6015.04)	(8351.32, 8453.04)
energy	12290.55161476135	11868.137792587278	11740.392517089842
