	24	48	72
intensity	11997.363710396236	21780.865286613214	30817.454612224064
runtime	0.13234	0.07188	0.05378
timestamp	(2117.92, 2250.26)	(3901.04, 3972.92)	(5604.26, 5658.04)
energy	5239.512674331665	5166.508369445801	5469.2969398498535
