	24	48	72
intensity	12019.515975056745	22149.03565173879	30616.971510875075
runtime	0.13224	0.07198	0.05372
timestamp	(2650.68, 2782.92)	(4433.52, 4505.5)	(6136.64, 6190.36)
energy	5245.220615386963	5261.149034500122	5427.65424156189
