	24	48	72
intensity	11997.382407755678	21315.885144610736	29355.737160175293
runtime	0.01698	0.00946	0.00718
timestamp	(2438.4, 2455.38)	(4228.88, 4238.34)	(5934.26, 5941.44)
energy	672.2613258361816	665.4393024444579	695.5548362731932
