	24	48	72
intensity	12463.938159707151	22097.7737192522	29421.95691560444
runtime	0.0162	0.00912	0.00722
timestamp	(1372.06, 1388.26)	(3225.74, 3234.86)	(4948.48, 4955.7)
energy	666.3221340179442	665.0545978546141	701.0075454711914
