	24	48	72
intensity	12442.260046202084	22461.45822448558	30252.25144832758
runtime	0.12694	0.07084	0.05558
timestamp	(2116.14, 2243.08)	(3962.8, 4033.64)	(5683.5, 5739.08)
energy	5212.087617874145	5250.860012054442	5548.686447143555
