U_gain	E_gain	flash_ratio	ram_ratio	ccm_ratio	72c	24c	48c	48f	72f	24f
-0.0019756287562669255	0.12855261513981794	0.5502734375	0.8865	0.998125	0.1590909090909091	0	0	0.5757575757575758	0.1893939393939394	0.07575757575757576
-0.0019287871935941274	0.1320363036658246	0.5929375	0.986625	0.992	0.12121212121212122	0	0	0.25	0.07575757575757576	0.553030303030303
-0.0015998355122774388	0.12226078957184203	0.42287890625	0.72055	0.999375	0.14393939393939395	0	0	0.2196969696969697	0.6060606060606061	0.030303030303030304
-0.0016931635465998944	0.12188021498752445	0.5229453125	0.98835	0.999375	0.12878787878787878	0	0	0.5303030303030303	0.29545454545454547	0.045454545454545456
-0.0022906362012159397	0.16047740158995988	0.64828515625	0.991875	0.995625	0.12878787878787878	0.007575757575757576	0	0.5984848484848485	0.16666666666666666	0.09848484848484848
-0.0020833956350417952	0.15397444521774897	0.75043359375	0.97775	0.99975	0.15151515151515152	0	0	0.6439393939393939	0.11363636363636363	0.09090909090909091
-0.0016632329676134147	0.14528366574331733	0.56692578125	0.968275	0.994	0.14393939393939395	0	0	0.14393939393939395	0.09090909090909091	0.6212121212121212
-0.002144883431718249	0.14436582377846646	0.5698125	0.9604	0.995125	0.1590909090909091	0	0	0.5833333333333334	0.07575757575757576	0.18181818181818182
-0.0019101609677585792	0.1308505874366896	0.53257421875	0.70115	0.9985	0.11363636363636363	0	0	0.5303030303030303	0.30303030303030304	0.05303030303030303
-0.002027567119071987	0.14850489199070907	0.53654296875	0.98005	0.99125	0.15151515151515152	0	0	0.06818181818181818	0.5303030303030303	0.25
-0.0020307531314949904	0.15606720407232394	0.60747265625	0.981425	0.996625	0.11363636363636363	0	0	0.6212121212121212	0.1590909090909091	0.10606060606060606
-0.0017564063932350303	0.11957489854290407	0.53497265625	0.901375	0.997875	0.1590909090909091	0	0	0.5303030303030303	0.26515151515151514	0.045454545454545456
-0.0022639327759009305	0.15745612961655708	0.62315625	0.887725	0.995125	0.13636363636363635	0	0	0.5757575757575758	0.1893939393939394	0.09848484848484848
-0.0019667857715754493	0.13199765943239344	0.61976171875	0.923275	0.988375	0.09848484848484848	0	0	0.553030303030303	0.25757575757575757	0.09090909090909091
-0.0019629412626626574	0.16124451358964187	0.54312890625	0.9699	0.994	0.18181818181818182	0	0	0.6136363636363636	0.13636363636363635	0.06818181818181818
-0.001984040426687474	0.12670004104099503	0.5620390625	0.990875	1.0	0.15151515151515152	0	0	0.5454545454545454	0.05303030303030303	0.25
