U_gain	E_gain	flash_ratio	ram_ratio	ccm_ratio	72c	24c	48c	24f	48f	72f
-0.0003566634564441339	0.21294905186806226	0.07626953125	0.3004	0.984375	0.40625	0	0	0.1875	0.40625	0
0.11741067993399183	0.22751373176088385	0.0690703125	0.311425	0.9605	0.4375	0	0	0.28125	0.28125	0
6.025904721309663e-05	0.1757397975870488	0.08462109375	0.314775	1.0	0.34375	0	0	0.21875	0.15625	0.28125
0.0036856899736436312	0.16300553734009213	0.09881640625	0.29685	0.983	0.25	0	0	0.4375	0.1875	0.125
0.0038744229989350937	0.20499215005814012	0.07907421875	0.847	0.99175	0.34375	0.03125	0	0.34375	0.28125	0
-0.00011085141669872977	0.15001724263227742	0.1015859375	0.2102	0.988125	0.34375	0	0	0.3125	0.1875	0.15625
0.0007959621710763046	0.19821522065426236	0.08063671875	0.3674	0.99375	0.40625	0	0	0.375	0.0625	0.15625
0.07120584293381554	0.21137368427438186	0.081140625	0.3638	0.99125	0.46875	0	0	0.21875	0.3125	0
0.0031932983690570985	0.14578120815811302	0.0878203125	0.260725	0.99225	0.34375	0	0	0.5	0.125	0.03125
0.005777629341261816	0.21645249967156546	0.11235546875	0.584825	0.993875	0.375	0	0	0.28125	0.34375	0
0.0009978653361053208	0.18206184937147318	0.0896640625	0.086675	0.998875	0.40625	0	0	0.28125	0.21875	0.09375
-0.0003438893986265464	0.1510496367948734	0.10543359375	0.6547	0.965625	0.34375	0	0	0.34375	0.25	0.0625
0.08435164302844539	0.2358302081287228	0.0694140625	0.662175	0.995625	0.40625	0.03125	0	0.1875	0.34375	0.03125
0.007187303347940502	0.21935359815428027	0.08024609375	0.3691	0.98075	0.34375	0	0	0.25	0.03125	0.375
0.001240772021103054	0.1839623061338071	0.063125	0.5195	0.985625	0.375	0	0	0.28125	0.3125	0.03125
0.024669991124060046	0.24276627908303453	0.0902578125	0.1959	0.9965	0.34375	0	0	0.34375	0.3125	0
0.0011928906433010462	0.21512092069668265	0.10990625	0.3415	0.99475	0.34375	0	0	0.25	0.40625	0
0.0060872814298078	0.21856336920297284	0.10632421875	0.16625	0.99725	0.3125	0	0	0.34375	0.3125	0.03125
-0.00015762626439495963	0.15516503860974812	0.0544453125	0.08125	0.9925	0.40625	0	0	0.40625	0.125	0.0625
