	24	48	72
intensity	12964.45842822822	24384.614078550283	34819.68339313614
runtime	0.33706	0.18168	0.12996
timestamp	(2133.34, 2470.4)	(3879.48, 4061.16)	(5435.74, 5565.7)
energy	14420.341180801392	14619.64906311035	14933.04797744751
