	24	48	72
intensity	14858.82164016397	26276.527352724574	33086.335841201304
runtime	0.33722	0.18172	0.15574
timestamp	(1652.26, 1989.48)	(3502.6, 3684.32)	(5029.16, 5184.9)
energy	16535.28305053711	15757.402816772461	17004.457614898678
