	24	48	72
intensity	14037.153869834516	24262.783691822435	31890.84216007496
runtime	0.90836	0.53382	0.42204
timestamp	(1110.6, 2018.96)	(4103.12, 4636.94)	(6266.48, 6688.52)
energy	42077.6039943695	42741.465328216545	44415.39638328552
