	24	48	72
intensity	11851.735502658104	22982.010893627415	34024.830889385725
runtime	0.9448	0.47266	0.31526
timestamp	(1882.86, 2827.66)	(4554.48, 5027.14)	(6636.24, 6951.5)
energy	36951.815019607544	35846.83498764038	35398.00501441955
