	24	48	72
intensity	13481.997561636917	23179.846849608388	30880.638450052476
runtime	0.04974	0.02972	0.02516
timestamp	(2323.12, 2372.86)	(4049.86, 4079.58)	(5724.08, 5749.24)
energy	2212.9620437622066	2273.3866596221924	2563.9576492309566
