	24	48	72
intensity	13560.198965342905	23233.011216617375	30859.81247917054
runtime	0.0494	0.03014	0.0252
timestamp	(1828.9, 1878.3)	(3597.94, 3628.08)	(5282.08, 5307.28)
energy	2210.5836353302	2310.8017616271973	2566.3020057678223
