	24	48	72
intensity	12849.881179910772	22856.105235777675	30733.708740187925
runtime	0.05428	0.03126	0.02628
timestamp	(2073.58, 2127.86)	(3823.26, 3854.52)	(5502.52, 5528.8)
energy	2301.722116470337	2357.7901039123535	2665.3501567840576
