	24	48	72
intensity	13104.79044998184	23163.14986808835	31151.322193311807
runtime	0.14202	0.08287	0.06662
timestamp	(1252.01, 1394.03)	(2728.3, 2811.17)	(4074.7, 4141.32)
energy	6141.769721031188	6334.449757575988	6848.493578910828
