	24	48	72
intensity	11092.627288556203	21437.98857060757	31585.96572348046
runtime	0.14202	0.07119	0.04769
timestamp	(1592.86, 1734.88)	(3010.02, 3081.21)	(4340.14, 4387.83)
energy	5198.737260818481	5036.362340927124	4970.904527664185
