	24	48	72
intensity	10455.934472359422	19383.565180719237	26115.439658941224
runtime	0.00658	0.00354	0.00258
timestamp	(1720.14, 1726.72)	(2901.54, 2905.08)	(4079.26, 4081.84)
energy	227.04016113281247	226.4388084411621	222.34685325622556
