	24	48	72
intensity	13181.0	23404.0	32008.0
runtime	0.20268	0.12174	0.09492
timestamp	(2759.02, 2961.7)	(5089.88, 5211.62)	(7185.02, 7279.94)
energy	8.816	9.402	10.026
