	24	48	72
intensity	14000.233213537942	23475.50095253749	31549.9363030006
runtime	0.20276	0.12174	0.09486
timestamp	(3156.92, 3359.68)	(5406.92, 5528.66)	(7475.14, 7570.0)
energy	9367.668045043943	9431.094703674316	9876.328960418701
