	24	48	72
intensity	16201.0	22171.0	27773.0
runtime	0.2025	0.162	0.18898
timestamp	(2361.34, 2563.84)	(4732.64, 4894.64)	(6800.82, 6989.8)
energy	10.826	11.853	17.32
