	24	48	72
intensity	13180.901177517168	23403.89860857291	32008.2737632909
runtime	0.20268	0.12174	0.09492
timestamp	(2759.02, 2961.7)	(5089.88, 5211.62)	(7185.02, 7279.94)
energy	8815.966667175293	9402.329034805298	10026.143640518188
