	24	48	72
intensity	11406.613517323349	22891.41153024513	33847.695218184395
runtime	0.20246	0.10142	0.06782
timestamp	(3554.86, 3757.32)	(5723.9, 5825.32)	(7765.2, 7833.02)
energy	7620.963809967041	7661.43495941162	7575.317276000977
