U_gain	E_gain	170c	150c	16_RANGE2c	26_RANGE2c	16c	26c	30c	60c	90c	120c	150_BOOSTc	170_BOOSTc	26_RANGE2f	170f	150f	16_RANGE2f	16f	26f	30f	60f	90f	120f	150_BOOSTf	170_BOOSTf
-0.0012991478586668896	0.2507154572757297	0.234375	0.015625	0	0	0	0	0	0	0	0	0	0	0.28125	0.421875	0.046875	0	0	0	0	0	0	0	0	0
-0.0008792584873731064	0.26663421181357094	0.171875	0.046875	0	0	0	0	0	0	0	0	0	0	0.1875	0.34375	0.21875	0.03125	0	0	0	0	0	0	0	0
-0.0007154129422296096	0.36715605481178715	0.171875	0.015625	0.125	0	0	0	0	0	0	0	0	0	0.125	0.34375	0.21875	0	0	0	0	0	0	0	0	0
-0.0005529390379845205	0.19206503632057445	0.03125	0.140625	0	0	0	0	0	0	0	0	0	0	0.421875	0.25	0.140625	0.015625	0	0	0	0	0	0	0	0
-0.0008220464141641145	0.1905932833130956	0.171875	0.0625	0	0	0	0	0	0	0	0	0	0	0.484375	0.109375	0.171875	0	0	0	0	0	0	0	0	0
-0.0007825133398757644	0.2666256110486409	0.09375	0.125	0	0	0	0	0	0	0	0	0	0	0.265625	0.1875	0.328125	0	0	0	0	0	0	0	0	0
-0.0008012324698128169	0.32120373039341293	0.21875	0.046875	0	0	0	0	0	0	0	0	0	0	0.296875	0.34375	0.09375	0	0	0	0	0	0	0	0	0
-0.0009368470174298527	0.21370413263649043	0.125	0.046875	0	0	0	0	0	0	0	0	0	0	0.4375	0.265625	0.109375	0.015625	0	0	0	0	0	0	0	0
-0.0011682545605432616	0.28444666874508995	0.203125	0.046875	0	0	0	0	0	0	0	0	0	0	0.265625	0.15625	0.28125	0.046875	0	0	0	0	0	0	0	0
-0.0008698587143867583	0.2269937109818874	0.1875	0.078125	0	0	0	0	0	0	0	0	0	0	0.4375	0.125	0.15625	0.015625	0	0	0	0	0	0	0	0
-0.0003238996308277419	0.22859514477190718	0.234375	0.015625	0	0	0	0	0	0	0	0	0	0	0.390625	0.140625	0.21875	0	0	0	0	0	0	0	0	0
0.00021330416494553246	0.2567025010052091	0.140625	0.109375	0	0	0	0	0	0	0	0	0	0	0.296875	0.140625	0.3125	0	0	0	0	0	0	0	0	0
