U_gain	E_gain	f_rat	r_rat	c_rat	72	48	24	72	48	24
-0.0	0.15	0.31	0.43	1.0	0.2	0.02	0	0.08	0.64	0.06
-0.0	0.18	0.27	0.97	1.0	0.2	0	0	0.19	0.5	0.11
