U_gain	E_gain	170c	150c	16_RANGE2c	26_RANGE2c	16c	26c	30c	60c	90c	120c	150_BOOSTc	170_BOOSTc	26_RANGE2f	170f	150f	16_RANGE2f	16f	26f	30f	60f	90f	120f	150_BOOSTf	170_BOOSTf
-0.00018730990109497818	0.31097879187608074	0.3125	0.125	0	0	0	0	0	0	0	0	0	0	0.1875	0.34375	0.03125	0	0	0	0	0	0	0	0	0
0.001814012284048911	0.502595508360426	0.0625	0.21875	0.0625	0	0	0	0	0	0	0	0	0	0.5	0.125	0.03125	0	0	0	0	0	0	0	0	0
-0.0004337668646420469	0.2642707204238428	0.28125	0.09375	0	0	0	0	0	0	0	0	0	0	0.25	0.34375	0.03125	0	0	0	0	0	0	0	0	0
-0.0004809487482292626	0.18438801894675216	0.3125	0.03125	0	0	0	0	0	0	0	0	0	0	0.34375	0.125	0.1875	0	0	0	0	0	0	0	0	0
-0.0002707162762017569	0.38107719193693257	0.25	0.03125	0	0	0	0	0	0	0	0	0	0	0.5	0.15625	0.0625	0	0	0	0	0	0	0	0	0
0.0010646318269691274	0.2003778164415138	0.34375	0.03125	0	0	0	0	0	0	0	0	0	0	0.21875	0.3125	0.09375	0	0	0	0	0	0	0	0	0
-4.7917597294982675e-05	0.46223529644235967	0.0625	0.09375	0.21875	0	0	0	0	0	0	0	0	0	0.03125	0.4375	0.09375	0.03125	0.03125	0	0	0	0	0	0	0
-0.0002490896258535792	0.20765410866717607	0.34375	0.0625	0	0	0	0	0	0	0	0	0	0	0.34375	0.21875	0.03125	0	0	0	0	0	0	0	0	0
-0.0001432040961694569	0.3974353974969197	0.03125	0.3125	0	0	0	0	0	0	0	0	0	0	0.15625	0.40625	0.09375	0	0	0	0	0	0	0	0	0
-0.0003881865210427232	0.4000795045927761	0.0625	0.28125	0.03125	0	0	0	0	0	0	0	0	0	0.4375	0.125	0.0625	0	0	0	0	0	0	0	0	0
0.000497404626196538	0.2975296219511214	0.28125	0.09375	0	0	0	0	0	0	0	0	0	0	0.3125	0.25	0.0625	0	0	0	0	0	0	0	0	0
0.0009604059620757875	0.29098422895804876	0.46875	0	0	0	0	0	0	0	0	0	0	0	0.34375	0.125	0.0625	0	0	0	0	0	0	0	0	0
0.00014685811766892735	0.3444428457188253	0.0625	0.34375	0.03125	0	0	0	0	0	0	0	0	0	0.34375	0.15625	0.0625	0	0	0	0	0	0	0	0	0
0.0014626014043578393	0.1982261160702734	0.25	0.03125	0	0	0	0	0	0	0	0	0	0	0.375	0.28125	0.0625	0	0	0	0	0	0	0	0	0
-0.0006717418820998559	0.3493251535680935	0.21875	0.09375	0	0	0	0	0	0	0	0	0	0	0.25	0.28125	0.15625	0	0	0	0	0	0	0	0	0
-0.00038976021270422805	0.26802641906253166	0.375	0	0	0	0	0	0	0	0	0	0	0	0.28125	0.15625	0.1875	0	0	0	0	0	0	0	0	0
0.0007617229890554693	0.33166461649595	0.34375	0.03125	0	0	0	0	0	0	0	0	0	0	0.25	0.125	0.25	0	0	0	0	0	0	0	0	0
0.0006717119699076106	0.2398602539794104	0.28125	0.03125	0	0	0	0	0	0	0	0	0	0	0.375	0.09375	0.21875	0	0	0	0	0	0	0	0	0
-0.0001924572406029817	0.23495921861029923	0.03125	0.28125	0	0	0	0	0	0	0	0	0	0	0.125	0.3125	0.25	0	0	0	0	0	0	0	0	0
-0.0003502160744254431	0.22774065547319342	0.375	0.03125	0	0	0	0	0	0	0	0	0	0	0.28125	0.1875	0.125	0	0	0	0	0	0	0	0	0
0.0005597401960598322	0.28081385679900084	0.21875	0.09375	0	0	0	0	0	0	0	0	0	0	0.28125	0.28125	0.03125	0.09375	0	0	0	0	0	0	0	0
-5.649101626114461e-05	0.31158648529657956	0.25	0.15625	0	0	0	0	0	0	0	0	0	0	0.3125	0.03125	0.25	0	0	0	0	0	0	0	0	0
-0.00032054838186586714	0.24685767141737877	0.4375	0.03125	0	0	0	0	0	0	0	0	0	0	0.15625	0.09375	0.28125	0	0	0	0	0	0	0	0	0
-0.0002456381852360836	0.2352342954899799	0.40625	0	0	0	0	0	0	0	0	0	0	0	0.3125	0.1875	0.09375	0	0	0	0	0	0	0	0	0
0.006120940589128841	0.2968857955681086	0.25	0.125	0	0	0	0	0	0	0	0	0	0	0.125	0.3125	0.1875	0	0	0	0	0	0	0	0	0
-0.0003975882794485197	0.3120664301951328	0.25	0.0625	0	0	0	0	0	0	0	0	0	0	0.3125	0.25	0.125	0	0	0	0	0	0	0	0	0
0.00021760147827678742	0.15298190940371542	0.40625	0.0625	0	0	0	0	0	0	0	0	0	0	0.28125	0.21875	0.03125	0	0	0	0	0	0	0	0	0
0.00015852354670171497	0.20852678532407035	0.28125	0.03125	0	0	0	0	0	0	0	0	0	0	0.15625	0.28125	0.25	0	0	0	0	0	0	0	0	0
-0.00038886614248944177	0.2869495842426526	0.1875	0.15625	0	0	0	0	0	0	0	0	0	0	0.3125	0.28125	0.03125	0.03125	0	0	0	0	0	0	0	0
0.0013003408690591982	0.0968120937834832	0.34375	0.0625	0	0	0	0	0	0	0	0	0	0	0.34375	0.21875	0.03125	0	0	0	0	0	0	0	0	0
0.002825139457590508	0.26956665507172445	0.125	0.25	0	0	0	0	0	0	0	0	0	0	0.3125	0.21875	0.09375	0	0	0	0	0	0	0	0	0
0.0006378430232741123	0.23816901394709736	0.34375	0	0	0	0	0	0	0	0	0	0	0	0.3125	0.125	0.21875	0	0	0	0	0	0	0	0	0
0.0011363757268493407	0.24391801834205723	0.34375	0.0625	0	0	0	0	0	0	0	0	0	0	0.1875	0.21875	0.15625	0.03125	0	0	0	0	0	0	0	0
0.0009189996123531244	0.36706662813319174	0.09375	0.25	0.03125	0	0	0	0	0	0	0	0	0	0.125	0.125	0.375	0	0	0	0	0	0	0	0	0
-0.00019979068828461456	0.3669676437480267	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0.28125	0.4375	0.03125	0	0	0	0	0	0	0	0	0
0.002012022345692876	0.22721127298632993	0.34375	0.0625	0	0	0	0	0	0	0	0	0	0	0.1875	0.34375	0.0625	0	0	0	0	0	0	0	0	0
-0.0004153461034890576	0.2496049405563282	0.25	0	0	0	0	0	0	0	0	0	0	0	0.375	0.3125	0.0625	0	0	0	0	0	0	0	0	0
0.0024714233486338335	0.2277628969296481	0.34375	0.09375	0	0	0	0	0	0	0	0	0	0	0.1875	0.3125	0.0625	0	0	0	0	0	0	0	0	0
